"no","partNumber","toolNumber","dwNumber","nameEn","specifications","material","quantityInStock","picture","minInventory","maxInventory"
"196","1160092","Q25.JS.072","140","Lower mold insert","36.5x79.0x30.0","Cr12MoV","1","spare-part-images/196-1160092-140.png","1","2"
"197","1160092","Q25.JS.072","141","Lower mold insert","103.0x96.0x30.0","Cr12MoV","1","spare-part-images/197-1160092-141.png","1","2"
"198","1160092","Q25.JS.072","142","Lower mold insert","103.0x96.0x30.0","Cr12MoV","1","spare-part-images/198-1160092-142.png","1","2"
"199","1160092","Q25.JS.072","143","Lower mold insert","52.0x70.0x30.0","Cr12MoV","1","spare-part-images/199-1160092-143.png","1","2"
"200","1160092","Q25.JS.072","144","Lower mold insert","52.0x70.0x30.0","Cr12MoV","1","spare-part-images/200-1160092-144.png","1","2"
"201","1160092","Q25.JS.072","145","Lower mold insert","36.0x45.0x30.0","Cr12MoV","1","spare-part-images/201-1160092-145.png","1","2"
"202","1160092","Q25.JS.072","146","Lower mold insert","36.0x45.0x30.0","Cr12MoV","1","spare-part-images/202-1160092-146.png","1","2"
"203","1160092","Q25.JS.072","147","Lower mold insert","25.0x87.0x30.0","Cr12MoV","1","spare-part-images/203-1160092-147.png","1","2"
"204","1160092","Q25.JS.072","148","Lower mold insert","25.0x87.0x30.0","Cr12MoV","1","spare-part-images/204-1160092-148.png","1","2"
"205","1160092","Q25.JS.072","149","Lower mold insert","26.0x61.0x30.0","Cr12MoV","1","spare-part-images/205-1160092-149.png","1","2"
"206","1160092","Q25.JS.072","150","Lower mold insert","42.0x26.0x30.0","Cr12MoV","1","spare-part-images/206-1160092-150.png","1","2"
"207","1160092","Q25.JS.072","151","Lower mold insert","43.0x26.0x30.0","Cr12MoV","1","spare-part-images/207-1160092-151.png","1","2"
"208","1160092","Q25.JS.072","152","Lower mold insert","39.0x19.0x30.0","Cr12MoV","1","spare-part-images/208-1160092-152.png","1","2"
"209","1160092","Q25.JS.072","153","Lower mold insert","39.0x19.0x30.0","Cr12MoV","1","spare-part-images/209-1160092-153.png","1","2"
"210","1160092","Q25.JS.072","154","Lower mold insert","Ø16.0x26.50","Cr12MoV","4","spare-part-images/210-1160092-154.png","1","2"
"211","1160092","Q25.JS.072","155","Lower mold insert","38.50x13.79x30.0","Cr12MoV","1","spare-part-images/211-1160092-155.png","1","2"
"212","1160092","Q25.JS.072","156","Lower mold insert","41.5x16.0x30.0","Cr12MoV","1","spare-part-images/212-1160092-156.png","1","2"
"213","1160092","Q25.JS.072","157","Lower mold insert","39.50x13.99x30.0","Cr12MoV","1","spare-part-images/213-1160092-157.png","1","2"
"214","1160092","Q25.JS.072","158","Lower mold insert","6.0x8.22x30.0","Cr12MoV","2","spare-part-images/214-1160092-158.png","1","2"
"215","1160092","Q25.JS.072","159","Lower mold insert","75.80x48.80x12.0","Cr12MoV","2","spare-part-images/215-1160092-159.png","1","2"
"216","R002U370A,R002U478A","Q25.JS.073","51","Forming punch","76x6.04x53.59","Cr12MoV","1","spare-part-images/216-R002U370A-R002U478A-51.png","1","2"
"217","R002U370A,R002U478A","Q25.JS.073","52","Forming punch","76.10x11x12","Cr12MoV","1","spare-part-images/217-R002U370A-R002U478A-52.png","1","2"
"218","R002U370A,R002U478A","Q25.JS.073","53","Forming punch","Ø11x76.20","Cr12MoV","1","spare-part-images/218-R002U370A-R002U478A-53.png","1","2"
"219","R002U370A,R002U478A","Q25.JS.073","54","Punching punch","15x21x80","Cr12MoV","1","spare-part-images/219-R002U370A-R002U478A-54.png","1","2"
"220","R002U370A,R002U478A","Q25.JS.073","55","Punching punch","13x17.50x80","Cr12MoV","1","spare-part-images/220-R002U370A-R002U478A-55.png","1","2"
"221","R002U370A,R002U478A","Q25.JS.073","57","Punching punch","12x16x80","Cr12MoV","1","spare-part-images/221-R002U370A-R002U478A-57.png","1","2"
"222","R002U370A,R002U478A","Q25.JS.073","58","Punching punch","17x14.55x56","Cr12MoV","1","spare-part-images/222-R002U370A-R002U478A-58.png","1","2"
"223","R002U370A,R002U478A","Q25.JS.073","59","Upper block","59.50x27.60x50","Cr12MoV","1","spare-part-images/223-R002U370A-R002U478A-59.png","1","2"
"224","R002U370A,R002U478A","Q25.JS.073","60","Upper block","59.50x27.60x50","Cr12MoV","1","spare-part-images/224-R002U370A-R002U478A-60.png","1","2"
"225","R002U370A,R002U478A","Q25.JS.073","61","Upper block","70.50x34.60x50","Cr12MoV","1","spare-part-images/225-R002U370A-R002U478A-61.png","1","2"
"226","R002U370A,R002U478A","Q25.JS.073","62","Upper block","70.50x34.60x50","Cr12MoV","1","spare-part-images/226-R002U370A-R002U478A-62.png","1","2"
"227","R002U370A,R002U478A","Q25.JS.073","63","Punching punch","13.40x21.80x80","Cr12MoV","2","spare-part-images/227-R002U370A-R002U478A-63.png","1","2"
"228","R002U370A,R002U478A","Q25.JS.073","64","Punching punch","13.40x21.80x80","Cr12MoV","2","spare-part-images/228-R002U370A-R002U478A-64.png","1","2"
"229","R002U370A,R002U478A","Q25.JS.073","65","Punching punch","30.36x11.66x80","Cr12MoV","1","spare-part-images/229-R002U370A-R002U478A-65.png","1","2"
"230","R002U370A,R002U478A","Q25.JS.073","66","Punching punch","18.93x9.81x80","Cr12MoV","1","spare-part-images/230-R002U370A-R002U478A-66.png","1","2"
"231","R002U370A,R002U478A","Q25.JS.073","67","Punching punch","58.96x38.21x80","Cr12MoV","1","spare-part-images/231-R002U370A-R002U478A-67.png","1","2"
"232","R002U370A,R002U478A","Q25.JS.073","68","Punching punch","71.81x37.85x80","Cr12MoV","1","spare-part-images/232-R002U370A-R002U478A-68.png","1","2"
"233","R002U370A,R002U478A","Q25.JS.073","69","Punching punch","66.45x112x80","Cr12MoV","1","spare-part-images/233-R002U370A-R002U478A-69.png","1","2"
"234","R002U370A,R002U478A","Q25.JS.073","70","Punching punch","42.92x112x80","Cr12MoV","1","spare-part-images/234-R002U370A-R002U478A-70.png","1","2"
"235","R002U370A,R002U478A","Q25.JS.073","71","Punching punch","55.50x32.10x80","Cr12MoV","1","spare-part-images/235-R002U370A-R002U478A-71.png","1","2"
"236","R002U370A,R002U478A","Q25.JS.073","72","Punching punch","25.36x25.16x80","Cr12MoV","1","spare-part-images/236-R002U370A-R002U478A-72.png","1","2"
"237","R002U370A,R002U478A","Q25.JS.073","73","Punching punch","25x25x80","Cr12MoV","1","spare-part-images/237-R002U370A-R002U478A-73.png","1","2"
"238","R002U370A,R002U478A","Q25.JS.073","74","Forming punch","47.55x17.60x75","Cr12MoV","1","spare-part-images/238-R002U370A-R002U478A-74.png","1","2"
"239","R002U370A,R002U478A","Q25.JS.073","75","Upper block","49x50.58x49","Cr12MoV","1","spare-part-images/239-R002U370A-R002U478A-75.png","1","2"
"240","R002U370A,R002U478A","Q25.JS.073","76","Punching punch","46x48.80x80","Cr12MoV","1","spare-part-images/240-R002U370A-R002U478A-76.png","1","2"
"241","R002U370A,R002U478A","Q25.JS.073","77","Punching punch","Ø26x31","Cr12MoV","1","spare-part-images/241-R002U370A-R002U478A-77.png","1","2"
"242","R002U370A,R002U478A","Q25.JS.073","78","Punching punch","11x7.68x80","Cr12MoV","1","spare-part-images/242-R002U370A-R002U478A-78.png","1","2"
"243","R002U370A,R002U478A","Q25.JS.073","79","Forming punch","Ø13x75","Cr12MoV","7","spare-part-images/243-R002U370A-R002U478A-79.png","1","2"
"244","R002U370A,R002U478A","Q25.JS.073","80","Forming punch","Ø9.50x77.2","Cr12MoV","1","spare-part-images/244-R002U370A-R002U478A-80.png","1","2"
"245","R002U370A,R002U478A","Q25.JS.073","81","Upper block","20x106x75","Cr12MoV","1","spare-part-images/245-R002U370A-R002U478A-81.png","1","2"
"246","R002U370A,R002U478A","Q25.JS.073","82","Upper block","15x106x75","Cr12MoV","1","spare-part-images/246-R002U370A-R002U478A-82.png","1","2"
"247","R002U370A,R002U478A","Q25.JS.073","83","Upper block","15x106x75","Cr12MoV","1","spare-part-images/247-R002U370A-R002U478A-83.png","1","2"
"248","R002U370A,R002U478A","Q25.JS.073","84","Upper block","15x106x75","Cr12MoV","1","spare-part-images/248-R002U370A-R002U478A-84.png","1","2"
"249","R002U370A,R002U478A","Q25.JS.073","85","Upper block","15x106x75","Cr12MoV","1","spare-part-images/249-R002U370A-R002U478A-85.png","1","2"
"250","R002U370A,R002U478A","Q25.JS.073","86","Upper block","15x95x75","Cr12MoV","1","spare-part-images/250-R002U370A-R002U478A-86.png","1","2"
"251","R002U370A,R002U478A","Q25.JS.073","87","Upper block","15x95x75","Cr12MoV","1","spare-part-images/251-R002U370A-R002U478A-87.png","1","2"
"252","R002U370A,R002U478A","Q25.JS.073","88","Upper block","15x95x75","Cr12MoV","1","spare-part-images/252-R002U370A-R002U478A-88.png","1","2"
"253","R002U370A,R002U478A","Q25.JS.073","89","Upper block","15x95x75","Cr12MoV","1","spare-part-images/253-R002U370A-R002U478A-89.png","1","2"
"254","R002U370A,R002U478A","Q25.JS.073","90","Upper block","20x95x75","Cr12MoV","1","spare-part-images/254-R002U370A-R002U478A-90.png","1","2"
"255","R002U370A,R002U478A","Q25.JS.073","91","Upper block","92x89x99","Cr12MoV","1","spare-part-images/255-R002U370A-R002U478A-91.png","1","2"
"256","R002U370A,R002U478A","Q25.JS.073","92","Upper block","87x85x99","Cr12MoV","1","spare-part-images/256-R002U370A-R002U478A-92.png","1","2"
"257","R002U370A,R002U478A","Q25.JS.073","93","Upper block","40x80x106.80","Cr12MoV","1","spare-part-images/257-R002U370A-R002U478A-93.png","1","2"
"258","R002U370A,R002U478A","Q25.JS.073","94","Upper block","40x80x106.80","Cr12MoV","1","spare-part-images/258-R002U370A-R002U478A-94.png","1","2"
"259","R002U370A,R002U478A","Q25.JS.073","95","Punching punch","44x21.70x80","Cr12MoV","1","spare-part-images/259-R002U370A-R002U478A-95.png","1","2"
"260","R002U370A,R002U478A","Q25.JS.073","97","Take off the block","36x14x25","Cr12MoV","1","spare-part-images/260-R002U370A-R002U478A-97.png","1","2"
"261","R002U370A,R002U478A","Q25.JS.073","98","Upper block","72x66x25","Cr12MoV","1","spare-part-images/261-R002U370A-R002U478A-98.png","1","2"
"262","R002U370A,R002U478A","Q25.JS.073","100","Upper block","43x35x25","Cr12MoV","1","spare-part-images/262-R002U370A-R002U478A-100.png","1","2"
"263","R002U370A,R002U478A","Q25.JS.073","102","Upper block","26x25x25","Cr12MoV","1","spare-part-images/263-R002U370A-R002U478A-102.png","1","2"
"264","R002U370A,R002U478A","Q25.JS.073","103","Upper block","26x25x25","Cr12MoV","1","spare-part-images/264-R002U370A-R002U478A-103.png","1","2"
"265","R002U370A,R002U478A","Q25.JS.073","106","Take off the block","82x61x25","Cr12MoV","1","spare-part-images/265-R002U370A-R002U478A-106.png","1","2"
"266","R002U370A,R002U478A","Q25.JS.073","107","Take off the block","82x61x25","Cr12MoV","1","spare-part-images/266-R002U370A-R002U478A-107.png","1","2"
"267","R002U370A,R002U478A","Q25.JS.073","108","Take off the block","74x54x25","Cr12MoV","1","spare-part-images/267-R002U370A-R002U478A-108.png","1","2"
"268","R002U370A,R002U478A","Q25.JS.073","109","Take off the block","74x54x25","Cr12MoV","1","spare-part-images/268-R002U370A-R002U478A-109.png","1","2"
"269","R002U370A,R002U478A","Q25.JS.073","110","Take off the block","Ø13x46.50","Cr12MoV","2","spare-part-images/269-R002U370A-R002U478A-110.png","1","2"
"270","R002U370A,R002U478A","Q25.JS.073","111","Take off the block","Ø11x46","Cr12MoV","2","spare-part-images/270-R002U370A-R002U478A-111.png","1","2"
"271","R002U370A,R002U478A","Q25.JS.073","112","Take off the block","33.50x19x25","Cr12MoV","1","spare-part-images/271-R002U370A-R002U478A-112.png","1","2"
"272","R002U370A,R002U478A","Q25.JS.073","113","Take off the block","33.50x19x25","Cr12MoV","1","spare-part-images/272-R002U370A-R002U478A-113.png","1","2"
"273","R002U370A,R002U478A","Q25.JS.073","114","Take off the block","11x10x25.30","Cr12MoV","1","spare-part-images/273-R002U370A-R002U478A-114.png","1","2"
"274","R002U370A,R002U478A","Q25.JS.073","115","Take off the block","10x10x25.30","Cr12MoV","1","spare-part-images/274-R002U370A-R002U478A-115.png","1","2"
"275","R002U370A,R002U478A","Q25.JS.073","116","Take off the block","93.50x35.10x25","Cr12MoV","1","spare-part-images/275-R002U370A-R002U478A-116.png","1","2"
"276","R002U370A,R002U478A","Q25.JS.073","117","Take off the block","14.50x24.15x25","Cr12MoV","1","spare-part-images/276-R002U370A-R002U478A-117.png","1","2"
"277","R002U370A,R002U478A","Q25.JS.073","118","Take off the block","Ø18x25","Cr12MoV","1","spare-part-images/277-R002U370A-R002U478A-118.png","1","2"
"278","R002U370A,R002U478A","Q25.JS.073","119","Take off the block","Ø18x25","Cr12MoV","1","spare-part-images/278-R002U370A-R002U478A-119.png","1","2"
"279","R002U370A,R002U478A","Q25.JS.073","120","Upper block","Ø13x40","Cr12MoV","2","spare-part-images/279-R002U370A-R002U478A-120.png","1","2"
"280","R002U370A,R002U478A","Q25.JS.073","121","Take off the block","Ø11x40.80","Cr12MoV","6","spare-part-images/280-R002U370A-R002U478A-121.png","1","2"
"281","R002U370A,R002U478A","Q25.JS.073","122","Take off the block","Ø16x31.40","Cr12MoV","1","spare-part-images/281-R002U370A-R002U478A-122.png","1","2"
"282","R002U370A,R002U478A","Q25.JS.073","123","Take off the block","29x88x28","Cr12MoV","1","spare-part-images/282-R002U370A-R002U478A-123.png","1","2"
"283","R002U370A,R002U478A","Q25.JS.073","124","Take off the block","29x84x28","Cr12MoV","1","spare-part-images/283-R002U370A-R002U478A-124.png","1","2"
"284","R002U370A,R002U478A","Q25.JS.073","125","Take off the block","13x96.10x20.10","Cr12MoV","1","spare-part-images/284-R002U370A-R002U478A-125.png","1","2"
"285","R002U370A,R002U478A","Q25.JS.073","126","Lower mold insert","35x20x30","Cr12MoV","1","spare-part-images/285-R002U370A-R002U478A-126.png","1","2"
"286","R002U370A,R002U478A","Q25.JS.073","127","Lower mold insert","35x20x30","Cr12MoV","1","spare-part-images/286-R002U370A-R002U478A-127.png","1","2"
"287","R002U370A,R002U478A","Q25.JS.073","128","Lower mold insert","87x20x30","Cr12MoV","1","spare-part-images/287-R002U370A-R002U478A-128.png","1","2"
"288","R002U370A,R002U478A","Q25.JS.073","129","Lower mold insert","32x18.66x30","Cr12MoV","1","spare-part-images/288-R002U370A-R002U478A-129.png","1","2"
"289","R002U370A,R002U478A","Q25.JS.073","130","Lower mold insert","43x28x30","Cr12MoV","1","spare-part-images/289-R002U370A-R002U478A-130.png","1","2"
"290","R002U370A,R002U478A","Q25.JS.073","131","Lower mold insert","75.95x73.95x15","Cr12MoV","1","spare-part-images/290-R002U370A-R002U478A-131.png","1","2"
"291","R002U370A,R002U478A","Q25.JS.073","132","Lower mold insert","2.50x53.05x29","Cr12MoV","1","spare-part-images/291-R002U370A-R002U478A-132.png","1","2"
"292","R002U370A,R002U478A","Q25.JS.073","133","Lower mold insert","2.34x4.34x29","Cr12MoV","1","spare-part-images/292-R002U370A-R002U478A-133.png","1","2"
"293","R002U370A,R002U478A","Q25.JS.073","134","Lower mold insert","Ø52x30.90","Cr12MoV","1","spare-part-images/293-R002U370A-R002U478A-134.png","1","2"
"294","R002U370A,R002U478A","Q25.JS.073","135","Lower mold insert","30x18x30","Cr12MoV","1","spare-part-images/294-R002U370A-R002U478A-135.png","1","2"
"295","R002U370A,R002U478A","Q25.JS.073","136","Lower mold insert","31x18.66x29.99","Cr12MoV","1","spare-part-images/295-R002U370A-R002U478A-136.png","1","2"
"296","R002U370A,R002U478A","Q25.JS.073","137","Lower mold insert","Ø13x28.79","Cr12MoV","1","spare-part-images/296-R002U370A-R002U478A-137.png","1","2"
"297","R002U370A,R002U478A","Q25.JS.073","138","Lower mold insert","36x20x30","Cr12MoV","1","spare-part-images/297-R002U370A-R002U478A-138.png","1","2"
"298","R002U370A,R002U478A","Q25.JS.073","139","Lower mold insert","35x20x30","Cr12MoV","1","spare-part-images/298-R002U370A-R002U478A-139.png","1","2"
"299","R002U370A,R002U478A","Q25.JS.073","140","Lower mold insert","23x32x30","Cr12MoV","1","spare-part-images/299-R002U370A-R002U478A-140.png","1","2"
"300","R002U370A,R002U478A","Q25.JS.073","141","Lower mold insert","16.50x24x30","Cr12MoV","1","spare-part-images/300-R002U370A-R002U478A-141.png","1","2"
"301","R002U370A,R002U478A","Q25.JS.073","142","Lower mold insert","36x36x15","Cr12MoV","1","spare-part-images/301-R002U370A-R002U478A-142.png","1","2"
"302","R002U370A,R002U478A","Q25.JS.073","143","Lower mold insert","35x35x15","Cr12MoV","1","spare-part-images/302-R002U370A-R002U478A-143.png","1","2"
"303","R002U370A,R002U478A","Q25.JS.073","144","Lower mold insert","Ø11x30.90","Cr12MoV","1","spare-part-images/303-R002U370A-R002U478A-144.png","1","2"
"304","R002U370A,R002U478A","Q25.JS.073","145","Lower mold insert","16x36x30","Cr12MoV","1","spare-part-images/304-R002U370A-R002U478A-145.png","1","2"
"305","R002U370A,R002U478A","Q25.JS.073","146","Lower mold insert","40x18x30","Cr12MoV","1","spare-part-images/305-R002U370A-R002U478A-146.png","1","2"
"306","R002U370A,R002U478A","Q25.JS.073","147","Lower mold insert","37x20x30","Cr12MoV","1","spare-part-images/306-R002U370A-R002U478A-147.png","1","2"
"307","R002U370A,R002U478A","Q25.JS.073","148","Lower mold insert","24.17x41.50x30","Cr12MoV","1","spare-part-images/307-R002U370A-R002U478A-148.png","1","2"
"308","R002U370A,R002U478A","Q25.JS.073","149","Forming punch","10.87x8.47x28.05","Cr12MoV","1","spare-part-images/308-R002U370A-R002U478A-149.png","1","2"
"309","R002U370A,R002U478A","Q25.JS.073","150","Lower mold insert","65x29x30","Cr12MoV","1","spare-part-images/309-R002U370A-R002U478A-150.png","1","2"
"310","R002U370A,R002U478A","Q25.JS.073","151","Lower mold insert","65x29x30","Cr12MoV","1","spare-part-images/310-R002U370A-R002U478A-151.png","1","2"
"311","R002U370A,R002U478A","Q25.JS.073","152","Lower mold insert","61x24x30","Cr12MoV","1","spare-part-images/311-R002U370A-R002U478A-152.png","1","2"
"312","R002U370A,R002U478A","Q25.JS.073","153","Lower mold insert","61x24x30","Cr12MoV","1","spare-part-images/312-R002U370A-R002U478A-153.png","1","2"
"313","R002U370A,R002U478A","Q25.JS.073","154","Lower mold insert","61x27x30","Cr12MoV","1","spare-part-images/313-R002U370A-R002U478A-154.png","1","2"
"314","R002U370A,R002U478A","Q25.JS.073","155","Lower mold insert","79x65x30","Cr12MoV","1","spare-part-images/314-R002U370A-R002U478A-155.png","1","2"
"315","R002U370A,R002U478A","Q25.JS.073","156","Lower mold insert","88x60x30","Cr12MoV","1","spare-part-images/315-R002U370A-R002U478A-156.png","1","2"
"316","R002U370A,R002U478A","Q25.JS.073","157","Lower mold insert","88x137x30","Cr12MoV","1","spare-part-images/316-R002U370A-R002U478A-157.png","1","2"
"317","R002U370A,R002U478A","Q25.JS.073","158","Lower mold insert","68x137x30","Cr12MoV","1","spare-part-images/317-R002U370A-R002U478A-158.png","1","2"
"318","R002U370A,R002U478A","Q25.JS.073","159","Lower mold insert","61x20x30","Cr12MoV","1","spare-part-images/318-R002U370A-R002U478A-159.png","1","2"
"319","R002U370A,R002U478A","Q25.JS.073","160","Lower mold insert","79x77x30","Cr12MoV","1","spare-part-images/319-R002U370A-R002U478A-160.png","1","2"
"320","R002U370A,R002U478A","Q25.JS.073","161","Lower mold insert","59x44x30","Cr12MoV","1","spare-part-images/320-R002U370A-R002U478A-161.png","1","2"
"321","R002U370A,R002U478A","Q25.JS.073","162","Lower mold insert","59x41x30","Cr12MoV","1","spare-part-images/321-R002U370A-R002U478A-162.png","1","2"
"322","R002U370A,R002U478A","Q25.JS.073","163","Lower mold insert","31x36x30","Cr12MoV","1","spare-part-images/322-R002U370A-R002U478A-163.png","1","2"
"323","R002U370A,R002U478A","Q25.JS.073","164","Lower mold insert","70.50x39.50x40","Cr12MoV","1","spare-part-images/323-R002U370A-R002U478A-164.png","1","2"
"324","R002U370A,R002U478A","Q25.JS.073","165","Lower mold insert","68.50x29.70x40.50","Cr12MoV","1","spare-part-images/324-R002U370A-R002U478A-165.png","1","2"
"325","R002U370A,R002U478A","Q25.JS.073","166","Lower mold insert","85x14x36.80","Cr12MoV","1","spare-part-images/325-R002U370A-R002U478A-166.png","1","2"
"326","R002U370A,R002U478A","Q25.JS.073","167","Lower mold insert","14x36x29.80","Cr12MoV","1","spare-part-images/326-R002U370A-R002U478A-167.png","1","2"
"327","R002U370A,R002U478A","Q25.JS.073","168","Stop height column","Ø20x31.80","45#","22","spare-part-images/327-R002U370A-R002U478A-168.png","1","2"
"328","R002U370A,R002U478A","Q25.JS.073","169","Lower mold insert","73x100x20","Cr12MoV","1","spare-part-images/328-R002U370A-R002U478A-169.png","1","2"
"329","R002U370A,R002U478A","Q25.JS.073","170","Lower mold insert","75x90x15","Cr12MoV","1","spare-part-images/329-R002U370A-R002U478A-170.png","1","2"
"330","R002U370A,R002U478A","Q25.JS.073","171","Lower mold insert","28.50x15.50x30","Cr12MoV","1","spare-part-images/330-R002U370A-R002U478A-171.png","1","2"
"331","R002U370A,R002U478A","Q25.JS.073","172","Lower block","72.40x99.40x10","Cr12","1","spare-part-images/331-R002U370A-R002U478A-172.png","1","2"
"332","R002U370A,R002U478A","Q25.JS.073","173","Lower block","74.40x89.40x15","Cr12","1","spare-part-images/332-R002U370A-R002U478A-173.png","1","2"
"333","R002U370A,R002U478A","Q25.JS.073","174","Lower mold insert","14x36x30","Cr12MoV","1","spare-part-images/333-R002U370A-R002U478A-174.png","1","2"
"334","R002U370A,R002U478A","Q25.JS.073","175","Lower mold insert","14x83x36.80","Cr12MoV","1","spare-part-images/334-R002U370A-R002U478A-175.png","1","2"
"335","R002U370A,R002U478A","Q25.JS.073","176","Lower mold insert","17x54x30","Cr12MoV","1","spare-part-images/335-R002U370A-R002U478A-176.png","1","2"
"336","R002U370A,R002U478A","Q25.JS.073","177","Lower mold insert","17x54x30","Cr12MoV","1","spare-part-images/336-R002U370A-R002U478A-177.png","1","2"
"337","R002U370A,R002U478A","Q25.JS.073","178","Lower block","21x155x38.80","Cr12MoV","1","spare-part-images/337-R002U370A-R002U478A-178.png","1","2"
"338","R002U370A,R002U478A","Q25.JS.073","179","Lower mold insert","22x155x38.80","Cr12MoV","1","spare-part-images/338-R002U370A-R002U478A-179.png","1","2"
"339","R002U370A,R002U478A","Q25.JS.073","180","Lower mold insert","20x57.50x30","Cr12MoV","1","spare-part-images/339-R002U370A-R002U478A-180.png","1","2"
"340","R002U370A,R002U478A","Q25.JS.073","181","Lower mold insert","19x30.50x30","Cr12MoV","1","spare-part-images/340-R002U370A-R002U478A-181.png","1","2"
"341","R002U370A,R002U478A","Q25.JS.073","182","Lower mold insert","29.50x26x30","Cr12MoV","1","spare-part-images/341-R002U370A-R002U478A-182.png","1","2"
"342","R002U370A,R002U478A","Q25.JS.073","183","Forming punch","36.50x15.50x30","Cr12MoV","1","spare-part-images/342-R002U370A-R002U478A-183.png","1","2"
"343","R002U370A,R002U478A","Q25.JS.073","184","Lower mold insert","28x39x30","Cr12MoV","1","spare-part-images/343-R002U370A-R002U478A-184.png","1","2"
"344","R002U370A,R002U478A","Q25.JS.073","185","Lower mold insert","26.50x16x30","Cr12MoV","1","spare-part-images/344-R002U370A-R002U478A-185.png","1","2"
"345","R002U370A,R002U478A","Q25.JS.073","186","Lower mold insert","36.50x20x30","Cr12MoV","1","spare-part-images/345-R002U370A-R002U478A-186.png","1","2"
"346","R002U370A,R002U478A","Q25.JS.073","187","Lower mold insert","16x29.50x30","Cr12MoV","1","spare-part-images/346-R002U370A-R002U478A-187.png","1","2"
"347","R002U370A,R002U478A","Q25.JS.073","188","Lower mold insert","14x84x36.80","Cr12MoV","1","spare-part-images/347-R002U370A-R002U478A-188.png","1","2"
"348","R002U370A,R002U478A","Q25.JS.073","189","Lower mold insert","14x36x30","Cr12MoV","1","spare-part-images/348-R002U370A-R002U478A-189.png","1","2"
"349","R002U370A,R002U478A","Q25.JS.073","190","Lower mold insert","62x47x30","Cr12MoV","1","spare-part-images/349-R002U370A-R002U478A-190.png","1","2"
"350","R002U370A,R002U478A","Q25.JS.073","191","Lower mold insert","56x41x30","Cr12MoV","1","spare-part-images/350-R002U370A-R002U478A-191.png","1","2"
"351","R002U370A,R002U478A","Q25.JS.073","192","Lower mold insert","14x82x36.80","Cr12MoV","1","spare-part-images/351-R002U370A-R002U478A-192.png","1","2"
"352","R002U370A,R002U478A","Q25.JS.073","193","Lower mold insert","65x68x31.80","Cr12MoV","1","spare-part-images/352-R002U370A-R002U478A-193.png","1","2"
"353","R002U370A,R002U478A","Q25.JS.073","194","Lower mold insert","65x68x31.80","Cr12MoV","1","spare-part-images/353-R002U370A-R002U478A-194.png","1","2"
"354","R002U370A,R002U478A","Q25.JS.073","195","Lower mold insert","80x90x31.80","Cr12MoV","1","spare-part-images/354-R002U370A-R002U478A-195.png","1","2"
"355","R002U370A,R002U478A","Q25.JS.073","196","Lower mold insert","80x90x31.80","Cr12MoV","1","spare-part-images/355-R002U370A-R002U478A-196.png","1","2"
"356","R002U370A,R002U478A","Q25.JS.073","197","Lower mold insert","90x53x60","Cr12MoV","1","spare-part-images/356-R002U370A-R002U478A-197.png","1","2"
"357","R002U370A,R002U478A","Q25.JS.073","198","Lower mold insert","27.07x90x60","Cr12MoV","1","spare-part-images/357-R002U370A-R002U478A-198.png","1","2"
"358","R002U370A,R002U478A","Q25.JS.073","199","Lower mold insert","27.07x90x60","Cr12MoV","1","spare-part-images/358-R002U370A-R002U478A-199.png","1","2"
"359","R002U370A,R002U478A","Q25.JS.073","200","Lower mold insert","27.07x100x60","Cr12MoV","1","spare-part-images/359-R002U370A-R002U478A-200.png","1","2"
"360","R002U370A,R002U478A","Q25.JS.073","201","Lower mold insert","27.07x100x60","Cr12MoV","1","spare-part-images/360-R002U370A-R002U478A-201.png","1","2"
"361","R002U370A,R002U478A","Q25.JS.073","202","Lower mold insert","85x90x40","Cr12MoV","1","spare-part-images/361-R002U370A-R002U478A-202.png","1","2"
"362","R002U370A,R002U478A","Q25.JS.073","203","Lower mold insert","85x101x40","Cr12MoV","1","spare-part-images/362-R002U370A-R002U478A-203.png","1","2"
"363","R002U370A,R002U478A","Q25.JS.073","204","Lower mold insert","34x15x5","45#","2","spare-part-images/363-R002U370A-R002U478A-204.png","1","2"
"364","R002U370A,R002U478A","Q25.JS.073","205","Lower mold insert","17x61x60","Cr12MoV","1","spare-part-images/364-R002U370A-R002U478A-205.png","1","2"
"365","R002U370A,R002U478A","Q25.JS.073","206","Lower mold insert","55x102x19","Cr12MoV","1","spare-part-images/365-R002U370A-R002U478A-206.png","1","2"
"366","R002U370A,R002U478A","Q25.JS.073","207","Lower mold insert","55x88.50x20.26","Cr12MoV","1","spare-part-images/366-R002U370A-R002U478A-207.png","1","2"
"367","R002U370A,R002U478A","Q25.JS.073","208","Lower mold insert","80x116x55.20","Cr12MoV","1","spare-part-images/367-R002U370A-R002U478A-208.png","1","2"
"368","R002U370A,R002U478A","Q25.JS.073","209","Lower mold insert","80x90x55.20","Cr12MoV","1","spare-part-images/368-R002U370A-R002U478A-209.png","1","2"
"369","R002U370A,R002U478A","Q25.JS.073","210","Lower block","96.50x73102.20","Cr12MoV","1","spare-part-images/369-R002U370A-R002U478A-210.png","1","2"
"370","R002U370A,R002U478A","Q25.JS.073","211","Lower mold insert","95.80x90x102","Cr12MoV","1","spare-part-images/370-R002U370A-R002U478A-211.png","1","2"
"371","R002U370A,R002U478A","Q25.JS.073","212","Lower mold insert","39x28x80.20","Cr12MoV","1","spare-part-images/371-R002U370A-R002U478A-212.png","1","2"
