"no","partNumber","toolNumber","dwNumber","nameEn","specifications","material","quantityInStock","picture","minInventory","maxInventory"
"372","R002U370A,R002U478A","Q25.JS.073","213","Lower block","42.50x44x10","Cr12","1","spare-part-images/372-R002U370A-R002U478A-213.png","1","2"
"373","R002U370A,R002U478A","Q25.JS.073","214","Lower block","42.50x44x10","Cr12","1","spare-part-images/373-R002U370A-R002U478A-214.png","1","2"
"374","R002U370A,R002U478A","Q25.JS.073","215","Lower mold insert","39x28x80.20","Cr12MoV","1","spare-part-images/374-R002U370A-R002U478A-215.png","1","2"
"375","R002U370A,R002U478A","Q25.JS.073","216","Lower block","64x144x40","Cr12","1","spare-part-images/375-R002U370A-R002U478A-216.png","1","2"
"376","R002U370A,R002U478A","Q25.JS.073","217","Lower block","64x144x35","Cr12","1","spare-part-images/376-R002U370A-R002U478A-217.png","1","2"
"377","R002U370A,R002U478A","Q25.JS.073","218","Lower block","65x68x45","45#","1","spare-part-images/377-R002U370A-R002U478A-218.png","1","2"
"378","R002U370A,R002U478A","Q25.JS.073","219","Lower block","65x68x45","45#","1","spare-part-images/378-R002U370A-R002U478A-219.png","1","2"
"379","R002U370A,R002U478A","Q25.JS.073","220","Lower block","80x90x45","45#","1","spare-part-images/379-R002U370A-R002U478A-220.png","1","2"
"380","R002U370A,R002U478A","Q25.JS.073","221","Lower block","80x90x45","45#","1","spare-part-images/380-R002U370A-R002U478A-221.png","1","2"
"381","R002U370A,R002U478A","Q25.JS.073","222","Lower mold insert","20x75x48","Cr12MoV","1","spare-part-images/381-R002U370A-R002U478A-222.png","1","2"
"382","R002U370A,R002U478A","Q25.JS.073","223","Lower mold insert","20x6x49","Cr12MoV","1","spare-part-images/382-R002U370A-R002U478A-223.png","1","2"
"383","R002U370A,R002U478A","Q25.JS.073","224","Lower mold insert","63.50x90x111.80","Cr12MoV","1","spare-part-images/383-R002U370A-R002U478A-224.png","1","2"
"384","R002U370A,R002U478A","Q25.JS.073","225","Lower mold insert","61.50x90x111.80","Cr12MoV","1","spare-part-images/384-R002U370A-R002U478A-225.png","1","2"
"385","R002U370A,R002U478A","Q25.JS.073","226","Lower mold insert","9x6x31.20","Cr12MoV","1","spare-part-images/385-R002U370A-R002U478A-226.png","1","2"
"386","R002U370A,R002U478A","Q25.JS.073","227","Lower mold insert","8x31.20","Cr12MoV","1","spare-part-images/386-R002U370A-R002U478A-227.png","1","2"
"387","R002U370A,R002U478A","Q25.JS.073","228","Lower mold insert","9x31.20","Cr12MoV","1","spare-part-images/387-R002U370A-R002U478A-228.png","1","2"
"388","R002U370A,R002U478A","Q25.JS.073","229","Lower mold insert","30x29.50x26","Cr12MoV","1","spare-part-images/388-R002U370A-R002U478A-229.png","1","2"
"389","R002U370A,R002U478A","Q25.JS.073","230","Lower mold insert","5.30x30.95","Cr12MoV","1","spare-part-images/389-R002U370A-R002U478A-230.png","1","2"
"390","R002U370A,R002U478A","Q25.JS.073","231","Lower mold insert","15x80x34.30","Cr12MoV","1","spare-part-images/390-R002U370A-R002U478A-231.png","1","2"
"391","R002U370A,R002U478A","Q25.JS.073","232","Lower mold insert","20x106x30","Cr12MoV","1","spare-part-images/391-R002U370A-R002U478A-232.png","1","2"
"392","R002U370A,R002U478A","Q25.JS.073","233","Lower mold insert","15x106x30","Cr12MoV","1","spare-part-images/392-R002U370A-R002U478A-233.png","1","2"
"393","R002U370A,R002U478A","Q25.JS.073","234","Lower mold insert","15x106x30","Cr12MoV","1","spare-part-images/393-R002U370A-R002U478A-234.png","1","2"
"394","R002U370A,R002U478A","Q25.JS.073","235","Lower mold insert","15x106x30","Cr12MoV","1","spare-part-images/394-R002U370A-R002U478A-235.png","1","2"
"395","R002U370A,R002U478A","Q25.JS.073","236","Lower mold insert","15x106x30","Cr12MoV","1","spare-part-images/395-R002U370A-R002U478A-236.png","1","2"
"396","R002U370A,R002U478A","Q25.JS.073","237","Lower mold insert","15x95x30","Cr12MoV","1","spare-part-images/396-R002U370A-R002U478A-237.png","1","2"
"397","R002U370A,R002U478A","Q25.JS.073","238","Lower mold insert","15x95x30","Cr12MoV","1","spare-part-images/397-R002U370A-R002U478A-238.png","1","2"
"398","R002U370A,R002U478A","Q25.JS.073","239","Lower mold insert","15x95x30","Cr12MoV","1","spare-part-images/398-R002U370A-R002U478A-239.png","1","2"
"399","R002U370A,R002U478A","Q25.JS.073","240","Lower mold insert","15x95x30","Cr12MoV","1","spare-part-images/399-R002U370A-R002U478A-240.png","1","2"
"400","R002U370A,R002U478A","Q25.JS.073","241","Lower mold insert","20x95x30","Cr12MoV","1","spare-part-images/400-R002U370A-R002U478A-241.png","1","2"
"401","R002U370A,R002U478A","Q25.JS.073","247","Lower mold insert","14x36x29.80","Cr12MoV","1","spare-part-images/401-R002U370A-R002U478A-247.png","1","2"
"402","R002U370A,R002U478A","Q25.JS.073","251","Forming punch","Ø16x21","Cr12MoV","1","spare-part-images/402-R002U370A-R002U478A-251.png","1","2"
"403","R002U370A,R002U478A","Q25.JS.073","259","Forming punch","Ø14x80","Cr12MoV","1","spare-part-images/403-R002U370A-R002U478A-259.png","1","2"
"404","R002U370A,R002U478A","Q25.JS.073","261","Lower mold insert","Ø7x38.50","Cr12MoV","2","spare-part-images/404-R002U370A-R002U478A-261.png","1","2"
"405","48187097","D21TL61","14","Punching punch","9x11x60","SKH51","1","spare-part-images/405-48187097-14.png","1","2"
"406","48187097","D21TL61","15","Punching punch","8.32x15x60","SKH51","1","spare-part-images/406-48187097-15.png","1","2"
"407","48187097","D21TL61","16","Punching punch","9x11x60","SKH51","1","spare-part-images/407-48187097-16.png","1","2"
"408","48187097","D21TL61","17","Punching punch","8.32x15x60","SKH51","1","spare-part-images/408-48187097-17.png","1","2"
"409","48187097","D21TL61","18","Punching punch","5.56x14.88x60","SKH51","1","spare-part-images/409-48187097-18.png","1","2"
"410","48187097","D21TL61","19","Punching punch","5.56x14.88x60","SKH51","1","spare-part-images/410-48187097-19.png","1","2"
"411","48187097","D21TL61","20","Punching punch","11.04x12.31x60","SKH51","1","spare-part-images/411-48187097-20.png","1","2"
"412","48187097","D21TL61","21","Punching punch","11.04x12.31x60","SKH51","1","spare-part-images/412-48187097-21.png","1","2"
"413","48187097","D21TL61","21","Punching punch","9.55x13.51x60","SKH51","1","spare-part-images/413-48187097-21.png","1","2"
"414","48187097","D21TL61","23","Lower mold insert","12x12x20","SKH51","3","spare-part-images/414-48187097-23.png","1","2"
"415","48187097","D21TL61","24","Lower mold insert","17x26.6x20","SKH51","1","spare-part-images/415-48187097-24.png","1","2"
"416","48187097","D21TL61","25","Lower mold insert","24x12x20","SKH51","1","spare-part-images/416-48187097-25.png","1","2"
"417","48187097","D21TL61","26","Lower mold insert","25x12x20","SKH51","1","spare-part-images/417-48187097-26.png","1","2"
"418","48187097","D21TL61","27","Lower mold insert","26x16x20","SKH51","1","spare-part-images/418-48187097-27.png","1","2"
"419","48187097","D21TL61","28","Lower mold insert","22x18x20","SKH51","1","spare-part-images/419-48187097-28.png","1","2"
"420","48187097","D21TL61","29","Lower mold insert","21x18x20","SKH51","1","spare-part-images/420-48187097-29.png","1","2"
"421","48187097","D21TL61","30","Lower mold insert","21x41x20","SKH51","1","spare-part-images/421-48187097-30.png","1","2"
"422","48187097","D21TL61","31","Lower mold insert","21.50x15x20","SKH51","1","spare-part-images/422-48187097-31.png","1","2"
"423","48187097","D21TL61","32","Lower mold insert","10x9.50x25","Cr12MoV","3","spare-part-images/423-48187097-32.png","1","2"
"424","48187097","D21TL61","36","Upper clamping block","21x44x15","Cr12MoV","1","spare-part-images/424-48187097-36.png","1","2"
"425","48187097","D21TL61","46","Lower mold insert","11.90x11.90x5","Cr12MoV","3","spare-part-images/425-48187097-46.png","1","2"
"426","48187097","D21TL61","47","Lower mold insert","16.90x25.90x5","Cr12MoV","1","spare-part-images/426-48187097-47.png","1","2"
"427","48187097","D21TL61","48","Lower mold insert","11.90x23.90x5","Cr12MoV","1","spare-part-images/427-48187097-48.png","1","2"
"428","48187097","D21TL61","49","Lower mold insert","11.90x24.90x5","Cr12MoV","1","spare-part-images/428-48187097-49.png","1","2"
"429","48187097","D21TL61","50","Lower mold insert","15.90x25.90x5","Cr12MoV","1","spare-part-images/429-48187097-50.png","1","2"
"430","48187097","D21TL61","51","Lower mold insert","17.90x21.90x5","Cr12MoV","1","spare-part-images/430-48187097-51.png","1","2"
"431","48187097","D21TL61","52","Lower mold insert","17.90x20.90x5","Cr12MoV","1","spare-part-images/431-48187097-52.png","1","2"
"432","48187097","D21TL61","53","Lower mold insert","40.90x20.90x5","Cr12MoV","1","spare-part-images/432-48187097-53.png","1","2"
"433","48187097","D21TL61","54","Lower mold insert","21.40x14.90","Cr12MoV","3","spare-part-images/433-48187097-54.png","1","2"
"434","1186500","Q24JS052","25","Upper block","Ø8x43","Cr12MoV","2","spare-part-images/434-1186500-25.png","1","2"
"435","1186500","Q24JS052","26","Upper block","Ø10x110","Cr12MoV","1","spare-part-images/435-1186500-26.png","1","2"
"436","1186500","Q24JS052","27","Punching punch","31x40x85","Cr12MoV","1","spare-part-images/436-1186500-27.png","1","2"
"437","1186500","Q24JS052","28","Punching punch","31x30x85","Cr12MoV","1","spare-part-images/437-1186500-28.png","1","2"
"438","1186500","Q24JS052","29","Punching punch","35x20x74","Cr12MoV","1","spare-part-images/438-1186500-29.png","1","2"
"439","1186500","Q24JS052","30","Upper block","21x34x69.50","Cr12MoV","1","spare-part-images/439-1186500-30.png","1","2"
"440","1186500","Q24JS052","31","Upper block","20x27x31.53","Cr12MoV","1","spare-part-images/440-1186500-31.png","1","2"
"441","1186500","Q24JS052","32","Upper block","23x26.70x31.53","Cr12MoV","1","spare-part-images/441-1186500-32.png","1","2"
"442","1186500","Q24JS052","33","Lower mold insert","23x32x115","Cr12MoV","1","spare-part-images/442-1186500-33.png","1","2"
"443","1186500","Q24JS052","34","Lower mold insert","22.60x31.60x15","Cr12MoV","1","spare-part-images/443-1186500-34.png","1","2"
"444","1186500","Q24JS052","35","Lower mold insert","20x24x40","Cr12MoV","1","spare-part-images/444-1186500-35.png","1","2"
"445","1186500","Q24JS052","36","Lower mold insert","16x16.50x38","Cr12MoV","1","spare-part-images/445-1186500-36.png","1","2"
"446","1186500","Q24JS052","37","Lower mold insert","15x23x55","Cr12MoV","1","spare-part-images/446-1186500-37.png","1","2"
"447","1186500","Q24JS052","41","Lower mold insert","29x16x30","Cr12MoV","2","spare-part-images/447-1186500-41.png","1","2"
"448","1186500","Q24JS052","42","Lower mold insert","63x50x30","Cr12MoV","1","spare-part-images/448-1186500-42.png","1","2"
"449","1186500","Q24JS052","43","Lower mold insert","15x30x28.47","Cr12MoV","1","spare-part-images/449-1186500-43.png","1","2"
"450","1186500","Q24JS052","44","Lower mold insert","22x28x30","Cr12MoV","1","spare-part-images/450-1186500-44.png","1","2"
"451","1186500","Q24JS052","45","Lower mold insert","35x22x30","Cr12MoV","1","spare-part-images/451-1186500-45.png","1","2"
"452","1186500","Q24JS052","46","Lower mold insert","52x48x30","Cr12MoV","1","spare-part-images/452-1186500-46.png","1","2"
"453","5036775-AA","Q25JS051","12","Punch","21.90x110x66","Cr12MoV","2","spare-part-images/453-5036775-AA-12.png","1","2"
"454","5036775-AA","Q25JS051","13","Punch","35.70x129x66","Cr12MoV","1","spare-part-images/454-5036775-AA-13.png","1","2"
"455","5036775-AA","Q25JS051","14","Punch","80.60x87.60x74.80","Cr12MoV","1","spare-part-images/455-5036775-AA-14.png","1","2"
"456","5036775-AA","Q25JS051","15","Probe rod","Ø12x116.20","Cr12MoV","1","spare-part-images/456-5036775-AA-15.png","1","2"
"457","5036775-AA","Q25JS051","16","Punch","80.60x87.60x73.80","Cr12MoV","1","spare-part-images/457-5036775-AA-16.png","1","2"
"458","5036775-AA","Q25JS051","17","Punch","Ø75x79.80","Cr12MoV","1","spare-part-images/458-5036775-AA-17.png","1","2"
"459","5036775-AA","Q25JS051","18","Punch","11.42x10.44x78.50","Cr12MoV","1","spare-part-images/459-5036775-AA-18.png","1","2"
"460","5036775-AA","Q25JS051","19","Punch","10x11.30x89.30","Cr12MoV","1","spare-part-images/460-5036775-AA-19.png","1","2"
"461","5036775-AA","Q25JS051","20","Punch","96.49x103.49x61.20","Cr12MoV","1","spare-part-images/461-5036775-AA-20.png","1","2"
"462","5036775-AA","Q25JS051","21","Punch","84.60x80.60x87","Cr12MoV","1","spare-part-images/462-5036775-AA-21.png","1","2"
"463","5036775-AA","Q25JS051","22","Punch","41x45x10","Cr12MoV","2","spare-part-images/463-5036775-AA-22.png","1","2"
"464","5036775-AA","Q25JS051","28","Guided Sales","Ø11x38","Cr12MoV","2","spare-part-images/464-5036775-AA-28.png","1","2"
"465","5036775-AA","Q25JS051","42","Insert template","46x146x25","Cr12MoV","1","spare-part-images/465-5036775-AA-42.png","1","2"
"466","5036775-AA","Q25JS051","43","Insert template","45x145x25","Cr12MoV","1","spare-part-images/466-5036775-AA-43.png","1","2"
"467","5036775-AA","Q25JS051","45","Insert template","56x150x25","Cr12MoV","1","spare-part-images/467-5036775-AA-45.png","1","2"
"468","5036775-AA","Q25JS051","46","Die","146x150x35","Cr12MoV","1","spare-part-images/468-5036775-AA-46.png","1","2"
"469","5036775-AA","Q25JS051","47","Die","146x150x35","Cr12MoV","1","spare-part-images/469-5036775-AA-47.png","1","2"
"470","5036775-AA","Q25JS051","48","Position","24.95x15x39.20","Cr12MoV","4","spare-part-images/470-5036775-AA-48.png","1","2"
"471","5036775-AA","Q25JS051","49","Insert template","95x94x31.20","Cr12MoV","1","spare-part-images/471-5036775-AA-49.png","1","2"
"472","5036775-AA","Q25JS051","50","Position","25x15x39.20","Cr12MoV","4","spare-part-images/472-5036775-AA-50.png","1","2"
"473","5036775-AA","Q25JS051","51","Insert template","20x20x15","Cr12MoV","1","spare-part-images/473-5036775-AA-51.png","1","2"
"474","5036775-AA","Q25JS051","52","Pad Block","19x19x16.20","Cr12MoV","1","spare-part-images/474-5036775-AA-52.png","1","2"
"475","5036775-AA","Q25JS051","55","Insert template","40.50x30x31.20","Cr12MoV","1","spare-part-images/475-5036775-AA-55.png","1","2"
"476","5036775-AA","Q25JS051","56","Font","18x30x31.50","Cr12MoV","1","spare-part-images/476-5036775-AA-56.png","1","2"
"477","5036775-AA","Q25JS051","57","Font","8.52x11.44x36.20","Cr12MoV","1","spare-part-images/477-5036775-AA-57.png","1","2"
"478","5036775-AA","Q25JS051","58","Insert template","34x22x31.20","Cr12MoV","3","spare-part-images/478-5036775-AA-58.png","1","2"
"479","5036775-AA","Q25JS051","59","Insert template","34x23.50x31.20","Cr12MoV","1","spare-part-images/479-5036775-AA-59.png","1","2"
"480","5036775-AA","Q25JS051","61","Punch","Ø8x33.40","Cr12MoV","4","spare-part-images/480-5036775-AA-61.png","1","2"
"481","5036775-AA","Q25JS051","62","Insert template","125x124x35","Cr12MoV","1","spare-part-images/481-5036775-AA-62.png","1","2"
"482","5036775-AA","Q25JS051","63","Insert template","13.50x6.90x34.81","Cr12MoV","2","spare-part-images/482-5036775-AA-63.png","1","2"
"483","5036775-AA","Q25JS051","64","Insert template","13.50x6.90x34.81","Cr12MoV","2","spare-part-images/483-5036775-AA-64.png","1","2"
"484","5036775-AA","Q25JS051","65","Insert template","5x9.62x34.70","Cr12MoV","2","spare-part-images/484-5036775-AA-65.png","1","2"
"485","5036775-AA","Q25JS051","68","Die","162x150x35","Cr12MoV","1","spare-part-images/485-5036775-AA-68.png","1","2"
"486","5036775-AA","Q25JS051","71","Insert template","45x20x15","Cr12MoV","2","spare-part-images/486-5036775-AA-71.png","1","2"
"487","SB-059-2","23-TERO017-1","237","Pilot","Ø16x63","Cr12MoV","2","spare-part-images/487-SB-059-2-237.png","1","2"
"488","SB-059-2","23-TERO017-1","206","Punch","83x40x94","Cr12MoV","1","spare-part-images/488-SB-059-2-206.png","1","2"
"489","SB-059-2","23-TERO017-1","210","Punch","83x210x80","Cr12MoV","2","spare-part-images/489-SB-059-2-210.png","1","2"
"490","SB-059-2","23-TERO017-1","238","Punch","90x36x90","Cr12MoV","2","spare-part-images/490-SB-059-2-238.png","1","2"
"491","SB-059-2","23-TERO017-1","162","Die","35x160x110","Cr12MoV","1","spare-part-images/491-SB-059-2-162.png","1","2"
"492","SB-059-2","23-TERO017-1","164","Die","35x160x136","Cr12MoV","1","spare-part-images/492-SB-059-2-164.png","1","2"
"493","SB-059-2","23-TERO017-1","165","Die","35x160x110","Cr12MoV","1","spare-part-images/493-SB-059-2-165.png","1","2"
"494","SB-059-2","23-TERO017-1","110","Die","35x280x179","Cr12MoV","1","spare-part-images/494-SB-059-2-110.png","1","2"
"495","SB-059-2","23-TERO017-1","111","Die","35x280x179","Cr12MoV","1","spare-part-images/495-SB-059-2-111.png","1","2"
"496","SB-059-2","23-TERO017-1","215","Punch","Ø128.40x128.90","Cr12MoV","1","spare-part-images/496-SB-059-2-215.png","1","2"
"497","SB-059-2","23-TERO017-1","114","Die","Ø238x75","Cr12MoV","1","spare-part-images/497-SB-059-2-114.png","1","2"
"498","SB-059-2","23-TERO017-1","220","Punch","Ø127.80x127.50","Cr12MoV","1","spare-part-images/498-SB-059-2-220.png","1","2"
"499","SB-059-2","23-TERO017-1","221","Punch","Ø107.80x130.50","Cr12MoV","1","spare-part-images/499-SB-059-2-221.png","1","2"
"500","SB-059-2","23-TERO017-1","128","Die","Ø208x75","Cr12MoV","1","spare-part-images/500-SB-059-2-128.png","1","2"
"501","SB-059-2","23-TERO017-1","224","Punch","Ø99.20x135.40","Cr12MoV","1","spare-part-images/501-SB-059-2-224.png","1","2"
"502","SB-059-2","23-TERO017-1","135","Die","Ø198x75","Cr12MoV","1","spare-part-images/502-SB-059-2-135.png","1","2"
"503","SB-059-2","23-TERO017-1","226","Punch","Ø99.20x134.80","D2","1","spare-part-images/503-SB-059-2-226.png","1","2"
"504","SB-059-2","23-TERO017-1","145","Die","Ø203x75","D2","1","spare-part-images/504-SB-059-2-145.png","1","2"
"505","SB-059-2","23-TERO017-1","230","Pilot","Ø99.1x117","Cr12MoV","1","spare-part-images/505-SB-059-2-230.png","1","2"
"506","SB-059-2","23-TERO017-1","231","Punch","25x74x85","Cr12MoV","1","spare-part-images/506-SB-059-2-231.png","1","2"
"507","SB-059-2","23-TERO017-1","152","Pilot","Ø160x60","Cr12MoV","1","spare-part-images/507-SB-059-2-152.png","1","2"
"508","SB-059-2","23-TERO017-1","153","Pilot","28.20x110x110","Cr12MoV","1","spare-part-images/508-SB-059-2-153.png","1","2"
"509","SB-059-2","23-TERO017-1","234","Punch","81x146x146","Cr12MoV","1","spare-part-images/509-SB-059-2-234.png","1","2"
"510","SB-059-2","23-TERO017-1","235","Pilot","82x74x85","Cr12MoV","1","spare-part-images/510-SB-059-2-235.png","1","2"
"511","SB-059-2","23-TERO017-2","228","Punch","16.80x82x90","Cr12MoV","1","spare-part-images/511-SB-059-2-228.png","1","2"
"512","SB-059-2","23-TERO017-2","207","Die","Ø180x94.80","Cr12MoV","1","spare-part-images/512-SB-059-2-207.png","1","2"
"513","SB-059-2","23-TERO017-2","219","Punch","Ø116x92.60","Cr12MoV","1","spare-part-images/513-SB-059-2-219.png","1","2"
"514","SB-059-2","23-TERO017-2","220","Punch","Ø99.20x77","Cr12MoV","1","spare-part-images/514-SB-059-2-220.png","1","2"
"515","SB-059-2","23-TERO017-2","233","Punch","26.90x78x87","Cr12MoV","1","spare-part-images/515-SB-059-2-233.png","1","2"
"516","SB-059-2","23-TERO017-3","305","Die","Ø200x98","D2","1","spare-part-images/516-SB-059-2-305.png","1","2"
"517","SB-059-2","23-TERO017-3","320","Punch","Ø112.70x96.40","D2","1","spare-part-images/517-SB-059-2-320.png","1","2"
"518","SB-059-2","23-TERO017-3","318","Punch","Ø99.20x76.80","D2","1","spare-part-images/518-SB-059-2-318.png","1","2"
"519","SB-059-2","23-TERO017-3","335","Pilot","32x67x83","Cr12MoV","1","spare-part-images/519-SB-059-2-335.png","1","2"
"520","SB-059-2","23-TERO017-4","417","Punch holder","20x50x50","45#","2","spare-part-images/520-SB-059-2-417.png","1","2"
"521","SB-059-2","23-TERO017-4","418","Die","15x30x20","Cr12MoV","2","spare-part-images/521-SB-059-2-418.png","1","2"
"522","SB-059-2","23-TERO017-4","419","Block","Ø99.10x114.20","Cr12MoV","1","spare-part-images/522-SB-059-2-419.png","1","2"
"523","SB-059-2","23-TERO017-4","427","Block","38x90x80","Cr12MoV","1","spare-part-images/523-SB-059-2-427.png","1","2"
"524","5036755","Q25JS024","6","Punch","Ø16x57.75","Cr12MoV","4","spare-part-images/524-5036755-6.png","1","2"
"525","5036755","Q25JS024","8","Insert template","55x15x12.5","Cr12MoV","4","spare-part-images/525-5036755-8.png","1","2"
"526","5036755","Q25JS024","9","Insert template","55x22x15","Cr12MoV","2","spare-part-images/526-5036755-9.png","1","2"
"527","5036755","Q25JS024","10","Insert template","55x22x15","45#","2","spare-part-images/527-5036755-10.png","1","2"
"528","5036755","Q25JS024","12","Position","31x10x10","Cr12MoV","3","spare-part-images/528-5036755-12.png","1","2"
"529","5036755","Q25JS024","13","Position","31x10x10","Cr12MoV","3","spare-part-images/529-5036755-13.png","1","2"
"530","5027875-5027876","Q25JS053","39","Lower mold insert","38x202.60x28","45#","1","spare-part-images/530-5027875-5027876-39.png","1","2"
"531","5027875-5027876","Q25JS053","40","Punching punch","34.05x140x98","Cr12MoV","1","spare-part-images/531-5027875-5027876-40.png","1","2"
"532","5027875-5027876","Q25JS053","41","Lower mold insert","63x160x35","Cr12MoV","1","spare-part-images/532-5027875-5027876-41.png","1","2"
"533","5027875-5027876","Q25JS053","42","Punching punch","34.05x140x98","Cr12MoV","1","spare-part-images/533-5027875-5027876-42.png","1","2"
"534","5027875-5027876","Q25JS053","43","Lower mold insert","63x160x35","Cr12MoV","1","spare-part-images/534-5027875-5027876-43.png","1","2"
"535","5027875-5027876","Q25JS053","44","Lower mold insert","45x125x16","Cr12MoV","1","spare-part-images/535-5027875-5027876-44.png","1","2"
"536","5027875-5027876","Q25JS053","45","Lower mold insert","45x125x16","Cr12MoV","1","spare-part-images/536-5027875-5027876-45.png","1","2"
"537","5027875-5027876","Q25JS053","46","Forming punch","45.50x122.50x104.48","Cr12MoV","1","spare-part-images/537-5027875-5027876-46.png","1","2"
"538","5027875-5027876","Q25JS053","47","Lower mold insert","45.49x124.50x35","Cr12MoV","1","spare-part-images/538-5027875-5027876-47.png","1","2"
"539","5027875-5027876","Q25JS053","48","Forming punch","45.50x122.50x104.48","Cr12MoV","1","spare-part-images/539-5027875-5027876-48.png","1","2"
"540","5027875-5027876","Q25JS053","49","Lower mold insert","45.49x124.50x35","Cr12MoV","1","spare-part-images/540-5027875-5027876-49.png","1","2"
"541","5027875-5027876","Q25JS053","50","Upper clamping block","27.48x94.78x35.50","Cr12MoV","1","spare-part-images/541-5027875-5027876-50.png","1","2"
"542","5027875-5027876","Q25JS053","51","Lower mold insert","37.48x94.78x42.40","Cr12MoV","1","spare-part-images/542-5027875-5027876-51.png","1","2"
"543","5027875-5027876","Q25JS053","52","Lower mold insert","50.45x80x35","Cr12MoV","1","spare-part-images/543-5027875-5027876-52.png","1","2"
"544","5027875-5027876","Q25JS053","53","Upper clamping block","27.48x54.78x35.50","Cr12MoV","1","spare-part-images/544-5027875-5027876-53.png","1","2"
"545","5027875-5027876","Q25JS053","54","Lower mold insert","37.48x94.78x42.40","Cr12MoV","1","spare-part-images/545-5027875-5027876-54.png","1","2"
"546","5027875-5027876","Q25JS053","55","Upper clamping block","56x125x35.50","Cr12MoV","1","spare-part-images/546-5027875-5027876-55.png","1","2"
"547","5027875-5027876","Q25JS053","56","Lower mold insert","55x122.50x52.12","Cr12MoV","1","spare-part-images/547-5027875-5027876-56.png","1","2"
"548","5027875-5027876","Q25JS053","57","Upper clamping block","56x127x35.50","Cr12MoV","1","spare-part-images/548-5027875-5027876-57.png","1","2"
"549","5027875-5027876","Q25JS053","58","Lower mold insert","55x122.50x52.12","Cr12MoV","1","spare-part-images/549-5027875-5027876-58.png","1","2"
"550","5027875-5027876","Q25JS053","59","Lower mold insert","82.50x102.50x35","Cr12MoV","1","spare-part-images/550-5027875-5027876-59.png","1","2"
"551","5027875-5027876","Q25JS053","60","Punching punch","28.89x63.80x89","Cr12MoV","1","spare-part-images/551-5027875-5027876-60.png","1","2"
"552","5027875-5027876","Q25JS053","61","Punching punch","28.89x63.75x89","Cr12MoV","1","spare-part-images/552-5027875-5027876-61.png","1","2"
"553","5027875-5027876","Q25JS053","62","Punching punch","20.60x38.28x91","Cr12MoV","1","spare-part-images/553-5027875-5027876-62.png","1","2"
"554","5027875-5027876","Q25JS053","63","Lower mold insert","65x72x15.85","Cr12MoV","1","spare-part-images/554-5027875-5027876-63.png","1","2"
"555","5027875-5027876","Q25JS053","64","Lower mold insert","26.90x157x67.90","Cr12MoV","1","spare-part-images/555-5027875-5027876-64.png","1","2"
"556","5027875-5027876","Q25JS053","65","Lower mold insert","26.90x157x67.90","45#","1","spare-part-images/556-5027875-5027876-65.png","1","2"
"557","5027875-5027876","Q25JS053","67","Lower mold insert","86x182x35","45#","1","spare-part-images/557-5027875-5027876-67.png","1","2"
"558","5027875-5027876","Q25JS053","75","Upper block","Ø11x57","Cr12MoV","2","spare-part-images/558-5027875-5027876-75.png","1","2"
"559","5027875-5027876","Q25JS053","76","Upper block","Ø13x57","Cr12MoV","2","spare-part-images/559-5027875-5027876-76.png","1","2"
"560","5027875-5027876","Q25JS053","77","Lower mold insert","Ø20x48","45#","5","spare-part-images/560-5027875-5027876-77.png","1","2"
"561","5027875-5027876","Q25JS053","80","Lower mold insert","28x43x35","Cr12MoV","2","spare-part-images/561-5027875-5027876-80.png","1","2"
"562","5027875-5027876","Q25JS053","79","Lower mold insert","28x41x35","Cr12MoV","2","spare-part-images/562-5027875-5027876-79.png","1","2"
"563","5027875-5027876","Q25JS053","85","Punching punch","57x57.22x91","Cr12MoV","1","spare-part-images/563-5027875-5027876-85.png","1","2"
"564","5027875-5027876","Q25JS053","86","Lower mold insert","73x77x35","Cr12MoV","1","spare-part-images/564-5027875-5027876-86.png","1","2"
"565","5027875-5027876","Q25JS053","87","Lower mold insert","73x77x35","Cr12MoV","1","spare-part-images/565-5027875-5027876-87.png","1","2"
"566","5027875-5027876","Q25JS053","88","Punching punch","57.22x57x91","Cr12MoV","1","spare-part-images/566-5027875-5027876-88.png","1","2"
"567","5027875-5027876","Q25JS053","90","Upper clamping block","23x41.50x35.50","Cr12MoV","1","spare-part-images/567-5027875-5027876-90.png","1","2"
"568","5027875-5027876","Q25JS053","92","Upper clamping block","24x41.50x35.50","Cr12MoV","1","spare-part-images/568-5027875-5027876-92.png","1","2"
"569","5027875-5027876","Q25JS053","93","Upper block","Ø10x145.50","Cr12MoV","1","spare-part-images/569-5027875-5027876-93.png","1","2"
"570","5027875-5027876","Q25JS053","95","Lower mold insert","30x88.50x35","Cr12MoV","1","spare-part-images/570-5027875-5027876-95.png","1","2"
"571","5027875-5027876","Q25JS053","96","Lower mold insert","30x88.50x35","Cr12MoV","1","spare-part-images/571-5027875-5027876-96.png","1","2"
"572","5027875-5027876","Q25JS053","97","Upper clamping block","12.08x20.82x21.06","Cr12MoV","1","spare-part-images/572-5027875-5027876-97.png","1","2"
"573","5027875-5027876","Q25JS053","98","Lower mold insert","11.08x19.82x55.82","Cr12MoV","1","spare-part-images/573-5027875-5027876-98.png","1","2"
"574","5027875-5027876","Q25JS053","99","Upper clamping block","12.08x17.98x30.33","Cr12MoV","1","spare-part-images/574-5027875-5027876-99.png","1","2"
